id_zone;INSEE_C;LIBGEO;EPCI;DEP;REG;loypredm2;lwr.IPm2;upr.IPm2;TYPPRED;nbobs_com;nbobs_mail;R2_adj;Type_de_logement
1693;91001;Abbeville-la-Riviere;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;4;580;0,882653445;Appartement
461;91001;Abbeville-la-Riviere;200017846;91;11;14,51934312;12,03056599;17,52297646;maille;4;481;0,659431141;Appartement
1330;91001;Abbeville-la-Riviere;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;3;478;0,698402296;Maison
1284;91001;Abbeville-la-Riviere;200017846;91;11;12,21435832;10,67483732;13,97590845;maille;0;482;0,683997574;Appartement
2714;94001;Ablon-sur-Seine;200054781;94;11;17,97527711;15,19685069;21,26168071;commune;506;506;0,872493317;Appartement
1936;94001;Ablon-sur-Seine;200054781;94;11;20,90028177;17,75885276;24,59740975;commune;270;3043;0,744417122;Appartement
1940;94001;Ablon-sur-Seine;200054781;94;11;17,23436311;12,05064128;24,64792247;maille;36;702;0,710783111;Maison
1883;94001;Ablon-sur-Seine;200054781;94;11;16,62002874;14,24542237;19,3904644;commune;236;2034;0,715621159;Appartement
509;94002;Alfortville;200054781;94;11;21,00515337;17,07658481;25,83751218;commune;4614;4614;0,836203637;Appartement
1972;94002;Alfortville;200054781;94;11;23,77616381;19,54439109;28,92420454;commune;3267;3267;0,692647712;Appartement
2242;94002;Alfortville;200054781;94;11;19,4324088;13,36229907;28,25999551;maille;54;506;0,800356786;Maison
2110;94002;Alfortville;200054781;94;11;19,53486665;15,67909637;24,33883981;commune;1338;1338;0,632031055;Appartement
1293;91016;Angerville;200017846;91;11;13,27250268;11,29200125;15,60036379;commune;548;861;0,842402314;Appartement
348;91016;Angerville;200017846;91;11;15,33310167;13,06498258;17,99497284;commune;332;494;0,743671381;Appartement
415;91016;Angerville;200017846;91;11;10,93054403;8,848399044;13,50264518;commune;212;479;0,803393341;Maison
76;91016;Angerville;200017846;91;11;11,51104325;9,670988345;13,70119702;commune;221;775;0,696130302;Appartement
2703;91017;Angervilliers;249100074;91;11;16,20321114;13,86633815;18,93391379;maille;46;558;0,879224247;Appartement
1333;91017;Angervilliers;249100074;91;11;18,19351409;15,53935282;21,30101291;maille;35;484;0,849816194;Appartement
507;91017;Angervilliers;249100074;91;11;13,72093918;11,2207394;16,77823228;maille;45;704;0,88106881;Maison
186;91017;Angervilliers;249100074;91;11;13,88096048;11,77270104;16,36676776;maille;10;759;0,673843135;Appartement
3077;94003;Arcueil;200054781;94;11;22,32138709;18,47457449;26,96919065;commune;2642;2642;0,872640085;Appartement
1469;94003;Arcueil;200054781;94;11;24,88706614;20,84811183;29,70849668;commune;1818;1818;0,779469223;Appartement
308;94003;Arcueil;200054781;94;11;21,78419854;14,60399045;32,49463271;maille;83;501;0,806128739;Maison
2185;94003;Arcueil;200054781;94;11;20,7160689;16,85869645;25,45603166;commune;821;821;0,627039644;Appartement
2229;91021;Arpajon;200057859;91;11;16,61989072;14,29571483;19,32192764;commune;4214;4214;0,884545705;Appartement
186;91021;Arpajon;200057859;91;11;18,94480136;16,21625972;22,13244638;commune;2842;2842;0,751351897;Appartement
1942;91021;Arpajon;200057859;91;11;14,25955494;11,70790156;17,36732291;commune;145;496;0,830801581;Maison
2189;91021;Arpajon;200057859;91;11;14,97171267;13,04642467;17,18111941;commune;1380;1735;0,661464575;Appartement
1693;91022;Arrancourt;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;0;580;0,882653445;Appartement
461;91022;Arrancourt;200017846;91;11;14,51934312;12,03056599;17,52297646;maille;0;481;0,659431141;Appartement
1330;91022;Arrancourt;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;1;478;0,698402296;Maison
995;91022;Arrancourt;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;0;2012;0,641955499;Appartement
2659;91027;Athis-Mons;200054781;91;11;18,03324012;15,3604952;21,17104592;commune;4566;4566;0,88017086;Appartement
1936;91027;Athis-Mons;200054781;91;11;20,18069764;17,15480014;23,74032655;commune;2773;3043;0,744417122;Appartement
1940;91027;Athis-Mons;200054781;91;11;15,59622675;10,87662063;22,36377429;commune;234;702;0,710783111;Maison
1883;91027;Athis-Mons;200054781;91;11;16,59146156;14,23049736;19,34413041;commune;1798;2034;0,715621159;Appartement
1090;91035;Authon-la-Plaine;200017846;91;11;11,96515599;10,30002398;13,89947811;maille;5;1827;0,881840462;Appartement
313;91035;Authon-la-Plaine;200017846;91;11;15,35765608;13,33064339;17,69288948;maille;3;1412;0,763691436;Appartement
12;91035;Authon-la-Plaine;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;22;543;0,787584737;Maison
1006;91035;Authon-la-Plaine;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;2;746;0,737213936;Appartement
2026;91037;Auvernaux;249100546;91;11;15,56879508;13,64089045;17,76917579;maille;17;762;0,923128525;Appartement
944;91037;Auvernaux;249100546;91;11;18,14510486;15,83638446;20,79040399;maille;5;514;0,837619072;Appartement
1301;91037;Auvernaux;249100546;91;11;14,29254496;11,4384061;17,85885549;maille;8;533;0,835686124;Maison
709;91037;Auvernaux;249100546;91;11;13,13796619;11,22242211;15,38047258;maille;12;1217;0,56360443;Appartement
999;91038;Auvers-Saint-Georges;249100553;91;11;14,40269129;12,36530522;16,77577001;maille;52;943;0,889171521;Appartement
1693;91038;Auvers-Saint-Georges;249100553;91;11;16,51001457;14,15255252;19,26017098;maille;28;666;0,756749352;Appartement
100;91038;Auvers-Saint-Georges;249100553;91;11;12,59609601;10,13309088;15,65777279;maille;14;565;0,831231017;Maison
1807;91038;Auvers-Saint-Georges;249100553;91;11;13,80269338;11,95004689;15,94256042;maille;26;587;0,695338682;Appartement
999;91041;Avrainville;200057859;91;11;14,40269129;12,36530522;16,77577001;maille;50;943;0,889171521;Appartement
1792;91041;Avrainville;200057859;91;11;18,69880423;16,10161458;21,71492045;maille;14;499;0,802431971;Appartement
1942;91041;Avrainville;200057859;91;11;14,04349488;11,551874;17,07253287;maille;5;496;0,830801581;Maison
1359;91041;Avrainville;200057859;91;11;12,83788003;11,19901832;14,71657238;maille;35;506;0,614887566;Appartement
2096;91044;Ballainvilliers;200056232;91;11;17,57218095;15,00729834;20,57542513;commune;478;2377;0,871873753;Appartement
1587;91044;Ballainvilliers;200056232;91;11;20,38344563;17,51843207;23,71701156;commune;283;1639;0,792447827;Appartement
2060;91044;Ballainvilliers;200056232;91;11;16,73764578;12,98284683;21,57837876;maille;91;534;0,819128547;Maison
1459;91044;Ballainvilliers;200056232;91;11;15,58141951;13,17830627;18,4227494;commune;193;794;0,580151446;Appartement
2602;91045;Ballancourt-sur-Essonne;249100546;91;11;15,84097226;13,65528949;18,37649814;commune;871;997;0,883050664;Appartement
1681;91045;Ballancourt-sur-Essonne;249100546;91;11;18,33040634;15,51438095;21,65757033;commune;591;801;0,743284305;Appartement
1168;91045;Ballancourt-sur-Essonne;249100546;91;11;14,09147808;11,58684425;17,13751822;commune;134;512;0,838725834;Maison
1682;91045;Ballancourt-sur-Essonne;249100546;91;11;13,80264365;12,19602031;15,62091295;commune;284;497;0,721112877;Appartement
2602;91047;Baulne;249100546;91;11;15,35299397;13,23294179;17,81270014;maille;89;997;0,883050664;Appartement
1681;91047;Baulne;249100546;91;11;18,41117696;15,57816611;21,75939291;maille;81;801;0,743284305;Appartement
1168;91047;Baulne;249100546;91;11;13,37232289;10,98997975;16,27109636;maille;33;512;0,838725834;Maison
1682;91047;Baulne;249100546;91;11;13,03984303;11,5223428;14,75719906;maille;12;497;0,721112877;Appartement
3032;91064;Bievres;247800584;91;11;20,07326119;16,87872815;23,87240385;commune;356;1583;0,929812591;Appartement
1749;91064;Bievres;247800584;91;11;22,53814138;19,46345396;26,09854437;commune;224;934;0,852389977;Appartement
740;91064;Bievres;247800584;91;11;21,8018956;15,31608374;31,03421606;maille;32;658;0,855454884;Maison
1961;91064;Bievres;247800584;91;11;18,92328176;15,54861163;23,03039017;commune;134;899;0,8165388;Appartement
1293;91067;Blandy;200017846;91;11;11,04431554;9,390841454;12,98892184;maille;3;861;0,842402314;Appartement
85;91067;Blandy;200017846;91;11;12,5092573;10,49467495;14,91056359;maille;3;774;0,721004846;Appartement
528;91067;Blandy;200017846;91;11;11,14228634;8,602514668;14,43188994;maille;4;485;0,778702316;Maison
76;91067;Blandy;200017846;91;11;9,9725037;8,385294021;11,86014823;maille;0;775;0,696130302;Appartement
